Country,Latitude,Longitude,bcm,Year,MMscfd,Field  Type,Field Name,Field  Operator,state,Flare Level,flaring_vol_m3,carbon_emissions_ton,estimated_regulatory_fine_usd,operators_per_country,operator_global_rank,location_global_rank,previous_year_flare,yoy_percentage_change
Nigeria,5.7086,4.481,0.154,2017,14.908,OIL,Abo,Eni,OFFSHORE,Medium,154.08,369792.00000000006,539280.0,549,6,2,141317.04,-0.42
Nigeria,5.7086,4.4812,0.074,2018,7.167,OIL,Abo,Eni,OFFSHORE,Medium,74.07,177767.99999999997,259245.0,549,6,2,140724.84,2.87
Nigeria,4.8139,5.9616,0.072,2012,6.955,OIL,Ogbainbiri,Eni,ONSHORE,Medium,71.89,172536.0,251615.0,549,6,1,,
Nigeria,5.0999,6.5067,0.102,2012,9.887,OIL,Oshi,Eni,ONSHORE,Medium,102.19,245256.0,357665.0,549,6,1,,
Nigeria,5.3864,6.6572,0.167,2022,16.17,OIL,Obiafu-Obrikom,Eni,ONSHORE,Medium,167.13,401112.0,584955.0,549,6,1,143452.57,-3.42
Nigeria,4.8137,5.9619,0.045,2022,4.367,OIL,Ogbainbiri,Eni,ONSHORE,Small,45.13,108312.0,157955.0,549,6,1,143452.57,-3.42
Nigeria,5.0998,6.5069,0.058,2022,5.569,OIL,Oshi,Eni,ONSHORE,Medium,57.56,138144.0,201460.0,549,6,1,143452.57,-3.42
Nigeria,3.9401,6.3969,0.058,2018,5.624,OIL,Agbara,Eni,OFFSHORE,Medium,58.12,139488.0,203420.0,549,6,2,140724.84,2.87
Nigeria,4.5564,5.9213,0.044,2014,4.231,OIL,Tebidaba,Eni,ONSHORE,Small,43.73,104951.99999999999,153055.0,549,6,1,140119.37,3.48
Nigeria,4.753,6.03,0.0,2014,0.0,OIL,Osiama Creek South,Eni,ONSHORE,Small,0.0,0.0,0.0,549,6,1,140119.37,3.48
Nigeria,5.6347,6.6694,0.053,2018,5.14,OIL,Akri,Eni,ONSHORE,Medium,53.13,127512.0,185955.0,549,6,1,140724.84,2.87
Nigeria,5.0995,6.5064,0.099,2018,9.611,OIL,Oshi,Eni,ONSHORE,Medium,99.33,238392.0,347655.0,549,6,1,140724.84,2.87
Nigeria,5.6875,6.5912,0.051,2018,4.961,OIL,Beniku,Eni,ONSHORE,Small,51.28,123072.0,179480.0,549,6,1,140724.84,2.87
Nigeria,4.8139,5.9617,0.027,2018,2.628,OIL,Ogbainbiri,Eni,ONSHORE,Small,27.16,65184.0,95060.0,549,6,1,140724.84,2.87
Nigeria,5.4019,6.5967,0.008,2018,0.793,OIL,Obiafu-Obrikom,Eni,ONSHORE,Small,8.2,19680.0,28699.999999999996,549,6,1,140724.84,2.87
Nigeria,5.0999,6.5067,0.113,2014,10.965,OIL,Oshi,Eni,ONSHORE,Medium,113.33,271992.0,396655.0,549,6,1,140119.37,3.48
Nigeria,4.8139,5.9616,0.052,2014,5.054,OIL,Ogbainbiri,Eni,ONSHORE,Medium,52.23,125351.99999999999,182805.0,549,6,1,140119.37,3.48
Nigeria,5.3865,6.6573,0.11,2014,10.607,OIL,Obiafu-Obrikom,Eni,ONSHORE,Medium,109.63,263112.0,383705.0,549,6,1,140119.37,3.48
Nigeria,4.753,6.03,0.008,2012,0.793,OIL,Osiama Creek South,Eni,ONSHORE,Small,8.19,19656.0,28664.999999999996,549,6,1,,
Nigeria,4.8509,5.692,0.104,2018,10.041,OIL,Clough Creek,Eni,ONSHORE,Medium,103.78,249072.0,363230.0,549,6,1,140724.84,2.87
Nigeria,4.6287,6.2636,0.112,2014,10.823,OIL,Obama,Eni,ONSHORE,Medium,111.86,268464.0,391510.0,549,6,1,140119.37,3.48
Nigeria,5.6593,6.5167,0.181,2018,17.515,OIL,Kwale,Eni,ONSHORE,Medium,181.02,434448.0,633570.0,549,6,1,140724.84,2.87
Nigeria,4.5564,5.9213,0.068,2012,6.543,OIL,Tebidaba,Eni,ONSHORE,Medium,67.63,162312.0,236705.0,549,6,1,,
Nigeria,5.6627,6.4845,0.0,2017,0.0,OIL,Ashaka,Eni,ONSHORE,Small,0.0,0.0,0.0,549,6,1,141317.04,-0.42
Nigeria,5.6623,6.5327,0.013,2018,1.284,OIL,Kwale,Eni,ONSHORE,Small,13.27,31848.0,46445.0,549,6,1,140724.84,2.87
Nigeria,5.4584,6.6945,0.026,2018,2.521,OIL,M'Bede,Eni,ONSHORE,Small,26.05,62520.0,91175.0,549,6,1,140724.84,2.87
Nigeria,4.5562,5.9212,0.042,2017,4.039,OIL,Tebidaba,Eni,ONSHORE,Small,41.74,100176.0,146090.0,549,6,1,141317.04,-0.42
Nigeria,4.6289,6.2639,0.138,2018,13.355,OIL,Obama,Eni,ONSHORE,Medium,138.03,331272.0,483105.0,549,6,1,140724.84,2.87
Nigeria,5.3865,6.657,0.138,2018,13.335,OIL,Obiafu-Obrikom,Eni,ONSHORE,Medium,137.83,330792.00000000006,482405.0,549,6,1,140724.84,2.87
Nigeria,3.9405,6.3976,0.034,2017,3.305,OIL,Agbara,Eni,OFFSHORE,Small,34.15,81960.0,119525.0,549,6,2,141317.04,-0.42
Nigeria,4.5558,5.9211,0.047,2016,4.586,OIL,Tebidaba,Eni,ONSHORE,Small,47.4,113760.0,165900.0,549,6,1,147154.2,-3.97
Nigeria,4.7847,5.6513,0.00871,2024,0.843,OIL,Clough Creek-Tebidaba,Eni,ONSHORE,Small,8.71,20904.000000000004,30485.0,549,6,1,147624.76,2.29
Nigeria,5.7097,4.4811,0.14479,2024,14.009,OIL,Abo,Eni,OFFSHORE,Medium,144.79,347496.0,506765.0,549,6,2,147624.76,2.29
Nigeria,4.8137,5.962,0.06,2019,5.768,OIL,Ogbainbiri,Eni,ONSHORE,Medium,59.61,143064.0,208635.0,549,6,1,144763.09,2.54
Nigeria,4.8162,5.951,0.006,2019,0.599,OIL,Ogbainbiri,Eni,ONSHORE,Small,6.19,14856.000000000002,21665.0,549,6,1,144763.09,2.54
Nigeria,5.7156,6.4863,0.129,2019,12.433,OIL,Okpai,Eni,ONSHORE,Medium,128.51,308424.0,449784.99999999994,549,6,1,144763.09,2.54
Nigeria,4.556,5.9214,0.053,2019,5.1,OIL,Tebidaba,Eni,ONSHORE,Medium,52.72,126528.0,184520.0,549,6,1,144763.09,2.54
Nigeria,5.7087,4.4808,0.05,2014,4.791,OIL,Abo,Eni,OFFSHORE,Small,49.52,118848.00000000001,173320.0,549,6,2,140119.37,3.48
Nigeria,3.9406,6.3977,0.099,2014,9.551,OIL,Agbara,Eni,OFFSHORE,Medium,98.72,236928.0,345520.0,549,6,2,140119.37,3.48
Nigeria,5.6345,6.6694,0.046,2014,4.436,OIL,Akri,Eni,ONSHORE,Small,45.85,110040.0,160475.0,549,6,1,140119.37,3.48
Nigeria,5.0995,6.5068,0.073,2019,7.055,OIL,Oshi,Eni,ONSHORE,Medium,72.91,174984.0,255185.0,549,6,1,144763.09,2.54
Nigeria,5.6867,6.5919,0.002,2014,0.177,OIL,Beniku,Eni,ONSHORE,Small,1.82,4368.0,6370.0,549,6,1,140119.37,3.48
Nigeria,4.556,5.9214,0.056,2022,5.411,OIL,Tebidaba,Eni,ONSHORE,Medium,55.93,134232.0,195755.0,549,6,1,143452.57,-3.42
Nigeria,5.4598,6.6949,0.105,2014,10.141,OIL,M'Bede,Eni,ONSHORE,Medium,104.82,251567.99999999997,366870.0,549,6,1,140119.37,3.48
Nigeria,5.6598,6.5169,0.153,2014,14.785,OIL,Kwale,Eni,ONSHORE,Medium,152.81,366744.0,534835.0,549,6,1,140119.37,3.48
Nigeria,5.4256,6.5944,0.006,2022,0.614,OIL,Obiafu-Obrikom,Eni,ONSHORE,Small,6.35,15240.0,22225.0,549,6,1,143452.57,-3.42
Nigeria,5.3863,4.5903,0.057,2016,5.516,OIL,Oyo NW,Erin Energy,OFFSHORE,Medium,57.01,136824.0,199535.0,1,329,2,147154.2,-3.97
Nigeria,5.3866,4.59,0.058,2017,5.606,OIL,Oyo NW,Erin Energy,OFFSHORE,Medium,57.95,139080.0,202825.0,1,329,2,141317.04,-0.42
Nigeria,5.3867,4.5899,0.153,2012,14.834,OIL,Oyo NW,Erin Energy,OFFSHORE,Medium,153.32,367968.0,536620.0,1,329,2,,
Nigeria,5.3867,4.5899,0.114,2014,11.039,OIL,Oyo NW,Erin Energy,OFFSHORE,Medium,114.1,273840.0,399350.0,1,329,2,140119.37,3.48
Nigeria,5.3867,4.5899,0.163,2013,15.785,OIL,Oyo NW,Erin Energy,OFFSHORE,Medium,163.14,391535.99999999994,570990.0,1,329,2,143266.91,-2.2
Nigeria,5.3867,4.5899,0.041,2015,3.982,OIL,Oyo NW,Erin Energy,OFFSHORE,Small,41.16,98783.999999999985,144060.0,1,329,2,144991.55,1.49
Nigeria,5.3866,4.5901,0.017,2018,1.614,OIL,Oyo NW,Erin Energy,OFFSHORE,Small,16.68,40032.0,58380.0,1,329,2,140724.84,2.87
Nigeria,4.6534,7.0596,0.086,2019,8.274,OIL,Alakiri,Eroton E&P Company,ONSHORE,Medium,85.51,205224.0,299285.0,1,130,1,144763.09,2.54
Nigeria,4.5593,6.9754,0.068,2017,6.617,OIL,Cawthorne Channel,Eroton E&P Company,ONSHORE,Medium,68.39,164136.0,239365.0,1,130,1,141317.04,-0.42
Nigeria,4.5563,7.0035,0.083,2019,8.071,OIL,Cawthorne Channel,Eroton E&P Company,OFFSHORE,Medium,83.41,200184.0,291935.0,1,130,2,144763.09,2.54
Nigeria,4.6534,7.0597,0.008,2012,0.775,OIL,Alakiri,Eroton E&P Company,ONSHORE,Small,8.01,19224.0,28035.0,1,130,1,,
Nigeria,4.5521,7.045,0.081,2019,7.847,OIL,Cawthorne Channel,Eroton E&P Company,ONSHORE,Medium,81.11,194664.0,283885.0,1,130,1,144763.09,2.54
Nigeria,4.5592,6.9757,0.056,2019,5.389,OIL,Cawthorne Channel,Eroton E&P Company,ONSHORE,Medium,55.7,133680.0,194950.0,1,130,1,144763.09,2.54
Nigeria,4.5419,7.062,0.0,2019,0.0,OIL,Cawthorne Channel,Eroton E&P Company,ONSHORE,Small,0.0,0.0,0.0,1,130,1,144763.09,2.54
Nigeria,4.5544,6.9006,0.011,2019,1.018,OIL,Krakama,Eroton E&P Company,ONSHORE,Small,10.52,25248.0,36820.0,1,130,1,144763.09,2.54
Nigeria,4.555,6.901,0.022,2021,2.097,OIL,Krakama,Eroton E&P Company,ONSHORE,Small,21.67,52008.000000000007,75845.0,1,130,1,141325.15,1.51
Nigeria,4.5594,6.9758,0.07,2016,6.806,OIL,Cawthorne Channel,Eroton E&P Company,ONSHORE,Medium,70.34,168816.0,246190.0,1,130,1,147154.2,-3.97
Nigeria,4.5517,7.0449,0.075,2016,7.237,OIL,Cawthorne Channel,Eroton E&P Company,ONSHORE,Medium,74.8,179520.0,261800.0,1,130,1,147154.2,-3.97
Nigeria,4.543,7.06,0.011,2021,1.061,OIL,Cawthorne Channel,Eroton E&P Company,ONSHORE,Small,10.97,26328.0,38395.0,1,130,1,141325.15,1.51
Nigeria,4.552,7.045,0.07,2021,6.809,OIL,Cawthorne Channel,Eroton E&P Company,ONSHORE,Medium,70.38,168912.0,246330.0,1,130,1,141325.15,1.51
Nigeria,4.557,7.003,0.051,2021,4.976,OIL,Cawthorne Channel,Eroton E&P Company,OFFSHORE,Small,51.43,123432.0,180005.0,1,130,2,141325.15,1.51
Nigeria,4.559,6.976,0.011,2021,1.024,OIL,Cawthorne Channel,Eroton E&P Company,ONSHORE,Small,10.58,25392.0,37030.0,1,130,1,141325.15,1.51
Nigeria,4.654,7.06,0.055,2021,5.274,OIL,Alakiri,Eroton E&P Company,ONSHORE,Medium,54.51,130824.0,190785.0,1,130,1,141325.15,1.51
Nigeria,4.5565,7.0043,0.062,2012,6.042,OIL,Cawthorne Channel,Eroton E&P Company,OFFSHORE,Medium,62.45,149880.0,218575.0,1,130,2,,
Nigeria,4.5529,7.0452,0.039,2012,3.744,OIL,Cawthorne Channel,Eroton E&P Company,ONSHORE,Small,38.7,92880.0,135450.0,1,130,1,,
Nigeria,4.6539,7.0595,0.025,2022,2.4,OIL,Alakiri,Eroton E&P Company,ONSHORE,Small,24.81,59544.0,86835.0,1,130,1,143452.57,-3.42
Nigeria,4.6482,7.0724,0.001,2022,0.071,OIL,Alakiri,Eroton E&P Company,ONSHORE,Small,0.74,1776.0,2590.0,1,130,1,143452.57,-3.42
Nigeria,4.5592,6.9752,0.059,2012,5.743,OIL,Cawthorne Channel,Eroton E&P Company,ONSHORE,Medium,59.35,142440.0,207725.0,1,130,1,,
Nigeria,4.6558,7.0765,0.002,2022,0.174,OIL,Alakiri,Eroton E&P Company,ONSHORE,Small,1.8,4320.0,6300.0,1,130,1,143452.57,-3.42
Nigeria,4.5596,6.975,0.001,2022,0.124,OIL,Cawthorne Channel,Eroton E&P Company,ONSHORE,Small,1.28,3072.0,4480.0,1,130,1,143452.57,-3.42
Nigeria,4.5567,7.0032,0.02,2022,1.946,OIL,Cawthorne Channel,Eroton E&P Company,OFFSHORE,Small,20.11,48264.0,70385.0,1,130,2,143452.57,-3.42
Nigeria,4.5518,7.0448,0.025,2022,2.397,OIL,Cawthorne Channel,Eroton E&P Company,ONSHORE,Small,24.78,59472.0,86730.0,1,130,1,143452.57,-3.42
Nigeria,4.5545,6.9008,0.015,2022,1.482,OIL,Krakama,Eroton E&P Company,ONSHORE,Small,15.32,36768.0,53620.0,1,130,1,143452.57,-3.42
Nigeria,4.6534,7.0597,0.011,2014,1.09,OIL,Alakiri,Eroton E&P Company,ONSHORE,Small,11.27,27048.0,39445.0,1,130,1,140119.37,3.48
Nigeria,4.5565,7.0043,0.054,2014,5.236,OIL,Cawthorne Channel,Eroton E&P Company,OFFSHORE,Medium,54.11,129864.0,189385.0,1,130,2,140119.37,3.48
Nigeria,4.5563,7.0038,0.095,2016,9.208,OIL,Cawthorne Channel,Eroton E&P Company,OFFSHORE,Medium,95.17,228408.0,333095.0,1,130,2,147154.2,-3.97
Nigeria,4.6532,7.0597,0.057,2016,5.511,OIL,Alakiri,Eroton E&P Company,ONSHORE,Medium,56.96,136704.0,199360.0,1,130,1,147154.2,-3.97
Nigeria,4.5592,6.9752,0.044,2013,4.223,OIL,Cawthorne Channel,Eroton E&P Company,ONSHORE,Small,43.64,104736.0,152740.0,1,130,1,143266.91,-2.2
Nigeria,4.5529,7.0452,0.029,2013,2.781,OIL,Cawthorne Channel,Eroton E&P Company,ONSHORE,Small,28.74,68976.0,100590.0,1,130,1,143266.91,-2.2
Nigeria,4.5565,7.0043,0.052,2013,5.029,OIL,Cawthorne Channel,Eroton E&P Company,OFFSHORE,Medium,51.98,124751.99999999999,181930.0,1,130,2,143266.91,-2.2
Nigeria,4.6534,7.0597,0.002,2013,0.222,OIL,Alakiri,Eroton E&P Company,ONSHORE,Small,2.29,5496.0,8015.0,1,130,1,143266.91,-2.2
Nigeria,4.5564,7.0042,0.094,2017,9.096,OIL,Cawthorne Channel,Eroton E&P Company,OFFSHORE,Medium,94.01,225624.0,329035.0,1,130,2,141317.04,-0.42
Nigeria,4.623,6.9128,0.0,2017,0.045,GAS,Bille,Eroton E&P Company,ONSHORE,Small,0.47,1128.0,1645.0,1,130,1,141317.04,-0.42
Nigeria,4.5663,6.8337,0.0,2017,0.0,OIL,Awoba (OML 18),Eroton E&P Company,ONSHORE,Small,0.0,0.0,0.0,1,130,1,141317.04,-0.42
Nigeria,4.6536,7.0595,0.085,2018,8.218,OIL,Alakiri,Eroton E&P Company,ONSHORE,Medium,84.94,203856.0,297290.0,1,130,1,140724.84,2.87
Nigeria,4.6302,7.0763,0.0,2017,0.0,OIL,Alakiri,Eroton E&P Company,ONSHORE,Small,0.0,0.0,0.0,1,130,1,141317.04,-0.42
Nigeria,4.5564,7.0035,0.094,2018,9.071,OIL,Cawthorne Channel,Eroton E&P Company,OFFSHORE,Medium,93.76,225024.0,328160.0,1,130,2,140724.84,2.87
Nigeria,4.5528,7.0444,0.045,2018,4.379,OIL,Cawthorne Channel,Eroton E&P Company,ONSHORE,Small,45.26,108624.0,158410.0,1,130,1,140724.84,2.87
Nigeria,4.5592,6.9752,0.049,2015,4.771,OIL,Cawthorne Channel,Eroton E&P Company,ONSHORE,Small,49.31,118344.0,172585.0,1,130,1,144991.55,1.49
Nigeria,4.5529,7.0452,0.047,2015,4.552,OIL,Cawthorne Channel,Eroton E&P Company,ONSHORE,Small,47.05,112920.0,164675.0,1,130,1,144991.55,1.49
Nigeria,4.5565,7.0043,0.055,2015,5.362,OIL,Cawthorne Channel,Eroton E&P Company,OFFSHORE,Medium,55.42,133008.0,193970.0,1,130,2,144991.55,1.49
Nigeria,4.6534,7.0597,0.031,2015,3.027,OIL,Alakiri,Eroton E&P Company,ONSHORE,Small,31.28,75072.0,109480.0,1,130,1,144991.55,1.49
Nigeria,4.5593,6.9761,0.078,2018,7.506,OIL,Cawthorne Channel,Eroton E&P Company,ONSHORE,Medium,77.58,186192.0,271530.0,1,130,1,140724.84,2.87
Nigeria,4.5545,6.9002,0.011,2018,1.05,OIL,Krakama,Eroton E&P Company,ONSHORE,Small,10.85,26040.0,37975.0,1,130,1,140724.84,2.87
Nigeria,4.6383,7.0803,0.0,2017,0.0,OIL,Alakiri,Eroton E&P Company,ONSHORE,Small,0.0,0.0,0.0,1,130,1,141317.04,-0.42
Nigeria,4.6536,7.0181,0.0,2017,0.0,OIL,Alakiri,Eroton E&P Company,OFFSHORE,Small,0.0,0.0,0.0,1,130,2,141317.04,-0.42
Nigeria,4.5545,6.9006,0.01,2017,0.96,OIL,Krakama,Eroton E&P Company,ONSHORE,Small,9.92,23808.0,34720.0,1,130,1,141317.04,-0.42
Nigeria,4.5592,6.9752,0.045,2014,4.368,OIL,Cawthorne Channel,Eroton E&P Company,ONSHORE,Small,45.14,108336.0,157990.0,1,130,1,140119.37,3.48
Nigeria,4.6531,7.0595,0.078,2017,7.542,OIL,Alakiri,Eroton E&P Company,ONSHORE,Medium,77.95,187080.0,272825.0,1,130,1,141317.04,-0.42
Nigeria,4.6535,7.0595,0.067,2020,6.456,OIL,Alakiri,Eroton E&P Company,ONSHORE,Medium,66.73,160152.0,233555.00000000003,1,130,1,148435.46,-4.79
Nigeria,4.5565,7.0034,0.067,2020,6.512,OIL,Cawthorne Channel,Eroton E&P Company,OFFSHORE,Medium,67.3,161520.0,235550.0,1,130,2,148435.46,-4.79
Nigeria,4.5521,7.045,0.061,2020,5.929,OIL,Cawthorne Channel,Eroton E&P Company,ONSHORE,Medium,61.28,147072.0,214480.0,1,130,1,148435.46,-4.79
Nigeria,4.5593,6.9758,0.041,2020,4.008,OIL,Cawthorne Channel,Eroton E&P Company,ONSHORE,Small,41.43,99432.0,145005.0,1,130,1,148435.46,-4.79
Nigeria,4.5437,7.062,0.006,2020,0.612,OIL,Cawthorne Channel,Eroton E&P Company,ONSHORE,Small,6.32,15168.0,22120.0,1,130,1,148435.46,-4.79
Nigeria,4.5546,6.9004,0.013,2020,1.294,OIL,Krakama,Eroton E&P Company,ONSHORE,Small,13.37,32087.999999999996,46795.0,1,130,1,148435.46,-4.79
Nigeria,4.5314,6.9633,0.0,2017,0.0,OIL,Akaso,Eroton E&P Company,ONSHORE,Small,0.0,0.0,0.0,1,130,1,141317.04,-0.42
Nigeria,4.5529,7.0452,0.046,2014,4.423,OIL,Cawthorne Channel,Eroton E&P Company,ONSHORE,Small,45.71,109704.0,159985.0,1,130,1,140119.37,3.48
Nigeria,4.5511,6.9534,0.0,2017,0.0,OIL,Cawthorne Channel,Eroton E&P Company,ONSHORE,Small,0.0,0.0,0.0,1,130,1,141317.04,-0.42
Nigeria,4.5524,7.045,0.064,2017,6.163,OIL,Cawthorne Channel,Eroton E&P Company,ONSHORE,Medium,63.7,152880.0,222950.0,1,130,1,141317.04,-0.42
Nigeria,4.9386,5.607,0.02482,2024,2.401,OIL,Eremor,Excel E&P,ONSHORE,Small,24.82,59568.0,86870.0,1,773,1,147624.76,2.29
Nigeria,4.9379,5.6074,0.037,2023,3.568,OIL,Eremor,Excel E&P,ONSHORE,Small,36.87,88488.0,129045.0,1,773,1,138548.47,6.55
Nigeria,4.9379,5.6077,0.021,2022,2.049,OIL,Eremor,Excel E&P,ONSHORE,Small,21.18,50832.0,74130.0,1,773,1,143452.57,-3.42
Nigeria,4.2899,8.1669,0.135,2016,13.028,OIL,Unam,ExxonMobil,OFFSHORE,Medium,134.65,323160.0,471275.0,730,7,2,147154.2,-3.97
Nigeria,4.2886,8.167,0.098,2012,9.521,OIL,Unam,ExxonMobil,OFFSHORE,Medium,98.41,236184.0,344435.0,730,7,2,,
Nigeria,4.174,7.9605,0.001,2017,0.087,OIL,Edop,ExxonMobil,OFFSHORE,Small,0.9,2160.0,3150.0,730,7,2,141317.04,-0.42
Nigeria,4.1636,7.9373,0.001,2017,0.083,OIL,Edop,ExxonMobil,OFFSHORE,Small,0.86,2064.0,3010.0,730,7,2,141317.04,-0.42
Nigeria,4.1206,7.9871,0.001,2017,0.074,OIL,Edop,ExxonMobil,OFFSHORE,Small,0.76,1824.0,2660.0,730,7,2,141317.04,-0.42
Nigeria,4.1708,7.9459,0.001,2017,0.062,OIL,Enang,ExxonMobil,OFFSHORE,Small,0.64,1536.0,2240.0,730,7,2,141317.04,-0.42
Nigeria,5.359,4.3421,0.24,2017,23.196,OIL,Erha,ExxonMobil,OFFSHORE,Medium,239.74,575376.0,839090.0,730,7,2,141317.04,-0.42
Nigeria,4.1789,7.9781,0.001,2017,0.077,OIL,Ewa,ExxonMobil,OFFSHORE,Small,0.79,1896.0,2765.0,730,7,2,141317.04,-0.42
Nigeria,4.3652,7.998,0.059,2017,5.695,OIL,Idoho,ExxonMobil,OFFSHORE,Medium,58.86,141264.0,206010.0,730,7,2,141317.04,-0.42
Nigeria,4.3044,7.6598,0.247,2017,23.894,GAS,Oso,ExxonMobil,OFFSHORE,Medium,246.96,592704.0,864360.0,730,7,2,141317.04,-0.42
Nigeria,4.3082,7.6133,0.002,2017,0.185,GAS,Oso,ExxonMobil,OFFSHORE,Small,1.92,4608.0,6720.0,730,7,2,141317.04,-0.42
Nigeria,4.2705,7.6412,0.001,2017,0.132,GAS,Oso,ExxonMobil,OFFSHORE,Small,1.36,3264.0000000000005,4760.0,730,7,2,141317.04,-0.42
Nigeria,4.2672,7.6728,0.001,2017,0.051,GAS,Oso,ExxonMobil,OFFSHORE,Small,0.53,1272.0,1855.0,730,7,2,141317.04,-0.42
Nigeria,4.263,8.1455,0.001,2017,0.102,OIL,Ubit,ExxonMobil,OFFSHORE,Small,1.06,2544.0,3710.0,730,7,2,141317.04,-0.42
Nigeria,4.2627,8.1833,0.0,2017,0.044,OIL,Ubit,ExxonMobil,OFFSHORE,Small,0.46,1104.0,1610.0,730,7,2,141317.04,-0.42
Nigeria,4.2891,8.1669,0.184,2017,17.76,OIL,Unam,ExxonMobil,OFFSHORE,Medium,183.56,440544.0,642460.0,730,7,2,141317.04,-0.42
Nigeria,3.5757,7.3936,0.212,2017,20.497,OIL,Usan,ExxonMobil,OFFSHORE,Medium,211.85,508440.0,741475.0,730,7,2,141317.04,-0.42
Nigeria,4.2428,7.7946,0.047,2017,4.543,OIL,Usari,ExxonMobil,OFFSHORE,Small,46.96,112704.0,164360.0,730,7,2,141317.04,-0.42
Nigeria,4.266,7.7907,0.0,2017,0.039,OIL,Usari,ExxonMobil,OFFSHORE,Small,0.41,983.99999999999989,1435.0,730,7,2,141317.04,-0.42
Nigeria,4.0173,7.492,0.25,2017,24.173,OIL,Yoho,ExxonMobil,OFFSHORE,Medium,249.85,599640.0,874475.0,730,7,2,141317.04,-0.42
Nigeria,4.0126,7.5206,0.005,2017,0.528,OIL,Yoho,ExxonMobil,OFFSHORE,Small,5.45,13080.0,19075.0,730,7,2,141317.04,-0.42
Nigeria,4.304,7.6243,0.018,2016,1.717,GAS,Oso,ExxonMobil,OFFSHORE,Small,17.75,42600.0,62125.0,730,7,2,147154.2,-3.97
Nigeria,4.3246,7.6213,0.003,2017,0.248,GAS,Oso,ExxonMobil,OFFSHORE,Small,2.57,6168.0,8995.0,730,7,2,141317.04,-0.42
Nigeria,4.0171,7.4919,0.126,2020,12.168,OIL,Yoho,ExxonMobil,OFFSHORE,Medium,125.76,301824.0,440160.0,730,7,2,148435.46,-4.79
Nigeria,4.2426,7.7939,0.002,2020,0.17,OIL,Usari,ExxonMobil,OFFSHORE,Small,1.76,4224.0,6160.0,730,7,2,148435.46,-4.79
Nigeria,3.5754,7.3939,0.114,2020,11.042,OIL,Usan,ExxonMobil,OFFSHORE,Medium,114.13,273912.0,399455.0,730,7,2,148435.46,-4.79
Nigeria,4.2837,8.1871,0.005,2020,0.457,OIL,Unam,ExxonMobil,OFFSHORE,Small,4.72,11328.0,16520.0,730,7,2,148435.46,-4.79
Nigeria,4.29,8.167,0.148,2020,14.294,OIL,Unam,ExxonMobil,OFFSHORE,Medium,147.74,354576.0,517090.0,730,7,2,148435.46,-4.79
Nigeria,4.2741,8.1658,0.014,2020,1.307,OIL,Ubit,ExxonMobil,OFFSHORE,Small,13.51,32424.0,47285.0,730,7,2,148435.46,-4.79
Nigeria,4.3202,7.6667,0.005,2020,0.465,GAS,Oso,ExxonMobil,OFFSHORE,Small,4.8,11520.0,16800.0,730,7,2,148435.46,-4.79
Nigeria,4.3046,7.6591,0.227,2020,21.97,GAS,Oso,ExxonMobil,OFFSHORE,Medium,227.07,544968.0,794745.0,730,7,2,148435.46,-4.79
Nigeria,4.3283,7.6542,0.001,2020,0.107,GAS,Oso,ExxonMobil,OFFSHORE,Small,1.11,2664.0000000000005,3885.0,730,7,2,148435.46,-4.79
Nigeria,4.2921,7.6503,0.006,2020,0.565,GAS,Oso,ExxonMobil,OFFSHORE,Small,5.84,14016.0,20440.0,730,7,2,148435.46,-4.79
Nigeria,4.284,7.646,0.001,2020,0.049,GAS,Oso,ExxonMobil,OFFSHORE,Small,0.5,1200.0,1750.0,730,7,2,148435.46,-4.79
Nigeria,4.3161,7.6381,0.003,2020,0.266,GAS,Oso,ExxonMobil,OFFSHORE,Small,2.75,6600.0,9625.0,730,7,2,148435.46,-4.79
Nigeria,4.3041,7.634,0.002,2020,0.176,GAS,Oso,ExxonMobil,OFFSHORE,Small,1.82,4368.0,6370.0,730,7,2,148435.46,-4.79
Nigeria,4.3143,7.6281,0.002,2020,0.15,GAS,Oso,ExxonMobil,OFFSHORE,Small,1.55,3720.0,5425.0,730,7,2,148435.46,-4.79
Nigeria,4.3652,7.998,0.089,2020,8.594,OIL,Idoho,ExxonMobil,OFFSHORE,Medium,88.82,213167.99999999997,310870.0,730,7,2,148435.46,-4.79
Nigeria,4.2958,7.6997,0.0,2020,0.04,OIL,Erong,ExxonMobil,OFFSHORE,Small,0.42,1008.0,1470.0,730,7,2,148435.46,-4.79
Nigeria,4.3001,7.6911,0.003,2020,0.273,OIL,Erong,ExxonMobil,OFFSHORE,Small,2.82,6768.0,9870.0,730,7,2,148435.46,-4.79
Nigeria,4.2881,7.6707,0.003,2020,0.294,OIL,Erong,ExxonMobil,OFFSHORE,Small,3.04,7296.0,10640.0,730,7,2,148435.46,-4.79
Nigeria,4.3002,7.6792,0.013,2020,1.265,OIL,Erong,ExxonMobil,OFFSHORE,Small,13.08,31392.0,45780.0,730,7,2,148435.46,-4.79
Nigeria,5.3587,4.3418,0.153,2020,14.789,OIL,Erha,ExxonMobil,OFFSHORE,Medium,152.85,366840.0,534975.0,730,7,2,148435.46,-4.79
Nigeria,4.1063,7.6248,0.079,2020,7.607,OIL,Ekpe,ExxonMobil,OFFSHORE,Medium,78.62,188688.0,275170.0,730,7,2,148435.46,-4.79
