Country,Latitude,Longitude,bcm,Year,MMscfd,Field  Type,Field Name,Field  Operator,state,Flare Level,flaring_vol_m3,carbon_emissions_ton,estimated_regulatory_fine_usd,operators_per_country,operator_global_rank,location_global_rank,previous_year_flare,yoy_percentage_change
Nigeria,5.9161,5.0162,0.066,2013,6.355,OIL,Opuekeba,Chevron,ONSHORE,Medium,65.69,157656.0,229915.0,539,13,1,143266.91,-2.2
Nigeria,5.8815,4.8344,0.158,2013,15.263,OIL,Parabe,Chevron,OFFSHORE,Medium,157.75,378600.0,552125.0,539,13,2,143266.91,-2.2
Nigeria,5.5377,5.0916,0.017,2017,1.616,OIL,Okan,Chevron,OFFSHORE,Small,16.71,40104.0,58485.0,539,13,2,141317.04,-0.42
Nigeria,4.338,5.925,0.049,2021,4.784,OIL,Otuo,ConOil,OFFSHORE,Small,49.45,118680.0,173075.0,1,305,2,141325.15,1.51
Nigeria,4.3377,5.9258,0.071,2016,6.84,OIL,Otuo,ConOil,OFFSHORE,Medium,70.69,169656.0,247415.0,1,305,2,147154.2,-3.97
Nigeria,4.3382,5.9255,0.028,2019,2.716,OIL,Otuo,ConOil,OFFSHORE,Small,28.07,67368.0,98245.0,1,305,2,144763.09,2.54
Nigeria,5.9753,4.8423,0.00074,2024,0.072,OIL,Bella,ConOil,OFFSHORE,Small,0.74,1776.0,2590.0,1,305,2,147624.76,2.29
Nigeria,4.338,5.9258,0.061,2013,5.92,OIL,Otuo,ConOil,OFFSHORE,Medium,61.19,146856.0,214165.0,1,305,2,143266.91,-2.2
Nigeria,4.3395,5.9254,0.03633,2024,3.515,OIL,Otuo,ConOil,OFFSHORE,Small,36.33,87192.0,127155.0,1,305,2,147624.76,2.29
Nigeria,4.3383,5.9255,0.021,2020,2.014,OIL,Otuo,ConOil,OFFSHORE,Small,20.82,49968.0,72870.0,1,305,2,148435.46,-4.79
Nigeria,4.338,5.9258,0.049,2014,4.705,OIL,Otuo,ConOil,OFFSHORE,Small,48.62,116688.0,170170.0,1,305,2,140119.37,3.48
Nigeria,4.338,5.9258,0.07,2012,6.743,OIL,Otuo,ConOil,OFFSHORE,Medium,69.7,167280.0,243950.0,1,305,2,,
Nigeria,4.3384,5.9255,0.058,2022,5.63,OIL,Otuo,ConOil,OFFSHORE,Medium,58.19,139656.0,203665.0,1,305,2,143452.57,-3.42
Nigeria,5.7489,5.5395,0.001,2022,0.096,OIL,Jatumi East,ConOil,ONSHORE,Small,0.99,2376.0,3465.0,1,305,1,143452.57,-3.42
Nigeria,5.9739,4.8448,0.001,2023,0.066,OIL,Bella,ConOil,OFFSHORE,Small,0.68,1632.0000000000002,2380.0,1,305,2,138548.47,6.55
Nigeria,4.3384,5.9258,0.038,2023,3.667,OIL,Otuo,ConOil,OFFSHORE,Small,37.9,90960.0,132650.0,1,305,2,138548.47,6.55
Nigeria,4.338,5.9257,0.123,2017,11.925,OIL,Otuo,ConOil,OFFSHORE,Medium,123.25,295800.0,431375.0,1,305,2,141317.04,-0.42
Nigeria,5.973,4.8443,0.0,2017,0.032,OIL,Bella,ConOil,OFFSHORE,Small,0.34,816.00000000000011,1190.0,1,305,2,141317.04,-0.42
Nigeria,4.3385,5.9253,0.047,2018,4.529,OIL,Otuo,ConOil,OFFSHORE,Small,46.81,112344.0,163835.0,1,305,2,140724.84,2.87
Nigeria,4.338,5.9258,0.044,2015,4.211,OIL,Otuo,ConOil,OFFSHORE,Small,43.52,104448.00000000001,152320.0,1,305,2,144991.55,1.49
Nigeria,6.154,5.343,0.01,2021,0.921,OIL,Gilli Gilli,Dubri Oil,ONSHORE,Small,9.52,22848.0,33320.0,1,394,1,141325.15,1.51
Nigeria,6.1537,5.3429,0.038,2018,3.673,OIL,Gilli Gilli,Dubri Oil,ONSHORE,Small,37.97,91128.0,132895.0,1,394,1,140724.84,2.87
Nigeria,6.15,5.3548,0.01,2018,0.924,OIL,Gilli Gilli,Dubri Oil,ONSHORE,Small,9.56,22944.0,33460.0,1,394,1,140724.84,2.87
Nigeria,6.1536,5.3427,0.043,2013,4.134,OIL,Gilli Gilli,Dubri Oil,ONSHORE,Small,42.73,102551.99999999999,149555.0,1,394,1,143266.91,-2.2
Nigeria,6.1531,5.3426,0.034,2016,3.288,OIL,Gilli Gilli,Dubri Oil,ONSHORE,Small,33.98,81551.999999999985,118930.0,1,394,1,147154.2,-3.97
Nigeria,6.1534,5.3431,0.037,2023,3.591,OIL,Gilli Gilli,Dubri Oil,ONSHORE,Small,37.12,89088.0,129920.0,1,394,1,138548.47,6.55
Nigeria,6.1534,5.3428,0.034,2017,3.261,OIL,Gilli Gilli,Dubri Oil,ONSHORE,Small,33.7,80880.0,117950.0,1,394,1,141317.04,-0.42
Nigeria,6.1535,5.3428,0.034,2019,3.296,OIL,Gilli Gilli,Dubri Oil,ONSHORE,Small,34.07,81768.0,119245.0,1,394,1,144763.09,2.54
Nigeria,6.1537,5.3427,0.042,2022,4.11,OIL,Gilli Gilli,Dubri Oil,ONSHORE,Small,42.48,101951.99999999999,148680.0,1,394,1,143452.57,-3.42
Nigeria,6.1544,5.3425,0.025,2024,2.419,OIL,Gilli Gilli,Dubri Oil,ONSHORE,Small,25.0,60000.0,87500.0,1,394,1,147624.76,2.29
Nigeria,6.1536,5.3427,0.037,2014,3.565,OIL,Gilli Gilli,Dubri Oil,ONSHORE,Small,36.85,88440.0,128975.0,1,394,1,140119.37,3.48
Nigeria,6.1536,5.3427,0.045,2012,4.32,OIL,Gilli Gilli,Dubri Oil,ONSHORE,Small,44.65,107160.0,156275.0,1,394,1,,
Nigeria,6.1535,5.3426,0.023,2020,2.228,OIL,Gilli Gilli,Dubri Oil,ONSHORE,Small,23.03,55272.0,80605.0,1,394,1,148435.46,-4.79
Nigeria,6.1536,5.3427,0.036,2015,3.51,OIL,Gilli Gilli,Dubri Oil,ONSHORE,Small,36.28,87072.0,126980.0,1,394,1,144991.55,1.49
Nigeria,5.685,6.3593,0.111,2022,10.703,OIL,Ebendo,Energia,ONSHORE,Medium,110.62,265488.0,387170.0,1,189,1,143452.57,-3.42
Nigeria,5.6796,6.3786,0.002,2023,0.196,OIL,Ebendo,Energia,ONSHORE,Small,2.03,4871.9999999999991,7104.9999999999991,1,189,1,138548.47,6.55
Nigeria,5.685,6.3591,0.159,2018,15.407,OIL,Ebendo,Energia,ONSHORE,Medium,159.24,382176.0,557340.0,1,189,1,140724.84,2.87
Nigeria,5.685,6.3595,0.085,2014,8.196,OIL,Ebendo,Energia,ONSHORE,Medium,84.71,203303.99999999997,296485.0,1,189,1,140119.37,3.48
Nigeria,5.6848,6.3598,0.18,2020,17.409,OIL,Ebendo,Energia,ONSHORE,Medium,179.94,431856.0,629790.0,1,189,1,148435.46,-4.79
Nigeria,5.685,6.3595,0.138,2017,13.395,OIL,Ebendo,Energia,ONSHORE,Medium,138.45,332280.0,484575.0,1,189,1,141317.04,-0.42
Nigeria,5.685,6.36,0.195,2021,18.857,OIL,Ebendo,Energia,ONSHORE,Medium,194.9,467760.0,682150.0,1,189,1,141325.15,1.51
Nigeria,5.685,6.3595,0.085,2023,8.219,OIL,Ebendo,Energia,ONSHORE,Medium,84.95,203880.0,297325.0,1,189,1,138548.47,6.55
Nigeria,5.6851,6.3593,0.115,2016,11.13,OIL,Ebendo,Energia,ONSHORE,Medium,115.03,276072.0,402605.0,1,189,1,147154.2,-3.97
Nigeria,5.6861,6.3592,0.08554,2024,8.276,OIL,Ebendo,Energia,ONSHORE,Medium,85.54,205296.00000000003,299390.0,1,189,1,147624.76,2.29
Nigeria,5.685,6.3595,0.182,2015,17.598,OIL,Ebendo,Energia,ONSHORE,Medium,181.89,436535.99999999994,636615.0,1,189,1,144991.55,1.49
Nigeria,5.6848,6.3596,0.18,2019,17.443,OIL,Ebendo,Energia,ONSHORE,Medium,180.29,432696.0,631015.0,1,189,1,144763.09,2.54
Nigeria,5.6932,6.3402,0.00068,2024,0.066,OIL,Ebendo,Energia,ONSHORE,Small,0.68,1632.0000000000002,2380.0,1,189,1,147624.76,2.29
Nigeria,5.685,6.3595,0.048,2013,4.64,OIL,Ebendo,Energia,ONSHORE,Small,47.96,115104.0,167860.0,1,189,1,143266.91,-2.2
Nigeria,5.685,6.3595,0.03,2012,2.884,OIL,Ebendo,Energia,ONSHORE,Small,29.81,71544.0,104335.0,1,189,1,,
Nigeria,5.6854,6.3405,0.003,2022,0.271,OIL,Ebendo,Energia,ONSHORE,Small,2.8,6720.0,9800.0,1,189,1,143452.57,-3.42
Nigeria,3.9405,6.3974,0.071,2020,6.916,OIL,Agbara,Eni,OFFSHORE,Medium,71.48,171552.0,250180.0,549,6,2,148435.46,-4.79
Nigeria,5.4885,6.2437,0.009,2014,0.899,GAS,Irri,Eni,ONSHORE,Small,9.29,22295.999999999996,32515.0,549,6,1,140119.37,3.48
Nigeria,4.556,5.9213,0.033,2018,3.223,OIL,Tebidaba,Eni,ONSHORE,Small,33.31,79944.0,116585.00000000001,549,6,1,140724.84,2.87
Nigeria,5.7156,6.4862,0.158,2018,15.321,OIL,Okpai,Eni,ONSHORE,Medium,158.35,380040.0,554225.0,549,6,1,140724.84,2.87
Nigeria,4.556,5.921,0.03,2021,2.899,OIL,Tebidaba,Eni,ONSHORE,Small,29.97,71928.0,104895.0,549,6,1,141325.15,1.51
Nigeria,5.091,6.528,0.003,2021,0.28,OIL,Oshi,Eni,ONSHORE,Small,2.9,6960.0,10150.0,549,6,1,141325.15,1.51
Nigeria,5.1,6.507,0.064,2021,6.21,OIL,Oshi,Eni,ONSHORE,Medium,64.18,154032.00000000003,224630.00000000003,549,6,1,141325.15,1.51
Nigeria,5.688,6.592,0.085,2021,8.264,OIL,Okpai,Eni,ONSHORE,Medium,85.42,205008.0,298970.0,549,6,1,141325.15,1.51
Nigeria,5.717,6.487,0.04,2021,3.907,OIL,Okpai,Eni,ONSHORE,Small,40.38,96912.0,141330.0,549,6,1,141325.15,1.51
Nigeria,4.5564,5.9213,0.041,2013,3.967,OIL,Tebidaba,Eni,ONSHORE,Small,41.0,98400.0,143500.0,549,6,1,143266.91,-2.2
Nigeria,4.753,6.03,0.002,2013,0.214,OIL,Osiama Creek South,Eni,ONSHORE,Small,2.21,5304.0,7735.0,549,6,1,143266.91,-2.2
Nigeria,5.0999,6.5067,0.124,2013,11.986,OIL,Oshi,Eni,ONSHORE,Medium,123.88,297312.0,433580.0,549,6,1,143266.91,-2.2
Nigeria,4.814,5.962,0.038,2021,3.644,OIL,Ogbainbiri,Eni,ONSHORE,Small,37.66,90383.999999999985,131810.0,549,6,1,141325.15,1.51
Nigeria,4.8139,5.9616,0.073,2013,7.025,OIL,Ogbainbiri,Eni,ONSHORE,Medium,72.61,174264.0,254135.0,549,6,1,143266.91,-2.2
Nigeria,5.3865,6.6573,0.144,2013,13.954,OIL,Obiafu-Obrikom,Eni,ONSHORE,Medium,144.22,346128.0,504770.0,549,6,1,143266.91,-2.2
Nigeria,4.6287,6.2636,0.113,2013,10.913,OIL,Obama,Eni,ONSHORE,Medium,112.8,270720.0,394800.0,549,6,1,143266.91,-2.2
Nigeria,5.4598,6.6949,0.134,2013,12.956,OIL,M'Bede,Eni,ONSHORE,Medium,133.91,321384.0,468685.0,549,6,1,143266.91,-2.2
Nigeria,5.6598,6.5169,0.171,2013,16.56,OIL,Kwale,Eni,ONSHORE,Medium,171.16,410784.0,599060.0,549,6,1,143266.91,-2.2
Nigeria,5.4885,6.2437,0.108,2013,10.414,GAS,Irri,Eni,ONSHORE,Medium,107.63,258312.0,376705.0,549,6,1,143266.91,-2.2
Nigeria,4.8514,5.6919,0.06,2013,5.844,OIL,Clough Creek,Eni,ONSHORE,Medium,60.4,144960.0,211400.0,549,6,1,143266.91,-2.2
Nigeria,5.6867,6.5919,0.0,2013,0.043,OIL,Beniku,Eni,ONSHORE,Small,0.44,1056.0,1540.0,549,6,1,143266.91,-2.2
Nigeria,5.6867,6.5919,0.0,2012,0.0,OIL,Beniku,Eni,ONSHORE,Small,0.0,0.0,0.0,549,6,1,,
Nigeria,5.6345,6.6694,0.183,2013,17.706,OIL,Akri,Eni,ONSHORE,Medium,183.01,439224.0,640535.0,549,6,1,143266.91,-2.2
Nigeria,5.6345,6.6694,0.251,2012,24.287,OIL,Akri,Eni,ONSHORE,Medium,251.02,602448.0,878570.0,549,6,1,,
Nigeria,3.9406,6.3977,0.106,2012,10.208,OIL,Agbara,Eni,OFFSHORE,Medium,105.5,253200.0,369250.0,549,6,2,,
Nigeria,5.386,6.657,0.147,2021,14.203,OIL,Obiafu-Obrikom,Eni,ONSHORE,Medium,146.8,352320.0,513800.0,549,6,1,141325.15,1.51
Nigeria,5.425,6.596,0.029,2021,2.817,OIL,Obiafu-Obrikom,Eni,ONSHORE,Small,29.11,69864.0,101885.0,549,6,1,141325.15,1.51
Nigeria,3.9406,6.3977,0.11,2013,10.627,OIL,Agbara,Eni,OFFSHORE,Medium,109.84,263616.0,384440.0,549,6,2,143266.91,-2.2
Nigeria,5.6598,6.5167,0.151,2017,14.576,OIL,Kwale,Eni,ONSHORE,Medium,150.65,361560.0,527275.0,549,6,1,141317.04,-0.42
Nigeria,5.7159,6.486,0.228,2017,22.101,OIL,Okpai,Eni,ONSHORE,Medium,228.43,548232.0,799505.0,549,6,1,141317.04,-0.42
Nigeria,5.4598,6.6949,0.005,2017,0.459,OIL,M'Bede,Eni,ONSHORE,Small,4.75,11400.0,16625.0,549,6,1,141317.04,-0.42
Nigeria,4.6287,6.2637,0.154,2017,14.894,OIL,Obama,Eni,ONSHORE,Medium,153.93,369432.0,538755.0,549,6,1,141317.04,-0.42
Nigeria,4.629,6.264,0.04,2021,3.896,OIL,Obama,Eni,ONSHORE,Small,40.27,96648.000000000015,140945.0,549,6,1,141325.15,1.51
Nigeria,5.459,6.695,0.135,2021,13.027,OIL,M'Bede,Eni,ONSHORE,Medium,134.64,323135.99999999994,471240.0,549,6,1,141325.15,1.51
Nigeria,5.7083,4.4813,0.112,2020,10.848,OIL,Abo,Eni,OFFSHORE,Medium,112.12,269088.0,392420.0,549,6,2,148435.46,-4.79
Nigeria,5.66,6.517,0.176,2021,16.986,OIL,Kwale,Eni,ONSHORE,Medium,175.57,421368.0,614495.0,549,6,1,141325.15,1.51
Nigeria,4.8513,5.692,0.091,2017,8.837,OIL,Clough Creek,Eni,ONSHORE,Medium,91.33,219192.0,319655.0,549,6,1,141317.04,-0.42
Nigeria,5.3864,6.6573,0.151,2017,14.565,OIL,Obiafu-Obrikom,Eni,ONSHORE,Medium,150.54,361296.0,526890.0,549,6,1,141317.04,-0.42
Nigeria,4.8138,5.9617,0.019,2017,1.855,OIL,Ogbainbiri,Eni,ONSHORE,Small,19.17,46008.000000000007,67095.0,549,6,1,141317.04,-0.42
Nigeria,5.6538,6.5375,0.01,2020,0.96,OIL,Kwale,Eni,ONSHORE,Small,9.92,23808.0,34720.0,549,6,1,148435.46,-4.79
Nigeria,5.4586,6.695,0.052,2020,5.007,OIL,M'Bede,Eni,ONSHORE,Medium,51.75,124200.0,181125.0,549,6,1,148435.46,-4.79
Nigeria,5.7087,4.4808,0.168,2013,16.295,OIL,Abo,Eni,OFFSHORE,Medium,168.41,404184.0,589435.0,549,6,2,143266.91,-2.2
Nigeria,5.6596,6.5166,0.2,2020,19.369,OIL,Kwale,Eni,ONSHORE,Medium,200.19,480456.0,700665.0,549,6,1,148435.46,-4.79
Nigeria,5.4884,6.2443,0.001,2020,0.117,GAS,Irri,Eni,ONSHORE,Small,1.21,2904.0,4235.0,549,6,1,148435.46,-4.79
Nigeria,5.488,6.244,0.001,2021,0.072,GAS,Irri,Eni,ONSHORE,Small,0.74,1776.0,2590.0,549,6,1,141325.15,1.51
Nigeria,4.8514,5.6919,0.046,2012,4.419,OIL,Clough Creek,Eni,ONSHORE,Small,45.68,109632.0,159880.0,549,6,1,,
Nigeria,5.0996,6.5065,0.062,2020,5.952,OIL,Oshi,Eni,ONSHORE,Medium,61.52,147648.0,215320.0,549,6,1,148435.46,-4.79
Nigeria,5.7084,4.4813,0.126,2019,12.154,OIL,Abo,Eni,OFFSHORE,Medium,125.62,301488.0,439670.0,549,6,2,144763.09,2.54
Nigeria,3.9403,6.3974,0.082,2019,7.931,OIL,Agbara,Eni,OFFSHORE,Medium,81.97,196728.0,286895.0,549,6,2,144763.09,2.54
Nigeria,4.851,5.692,0.002,2021,0.16,OIL,Clough Creek,Eni,ONSHORE,Small,1.66,3984.0,5810.0,549,6,1,141325.15,1.51
Nigeria,5.635,6.67,0.096,2021,9.286,OIL,Akri,Eni,ONSHORE,Medium,95.98,230352.0,335930.0,549,6,1,141325.15,1.51
Nigeria,5.6344,6.6697,0.069,2019,6.65,OIL,Akri,Eni,ONSHORE,Medium,68.73,164952.0,240555.0,549,6,1,144763.09,2.54
Nigeria,5.6873,6.5916,0.056,2019,5.423,OIL,Beniku,Eni,ONSHORE,Medium,56.05,134520.0,196175.0,549,6,1,144763.09,2.54
Nigeria,5.708,4.481,0.115,2021,11.115,OIL,Abo,Eni,OFFSHORE,Medium,114.89,275736.0,402115.0,549,6,2,141325.15,1.51
Nigeria,5.7087,4.4808,0.094,2012,9.116,OIL,Abo,Eni,OFFSHORE,Medium,94.22,226128.0,329770.0,549,6,2,,
Nigeria,4.851,5.692,0.08,2019,7.728,OIL,Clough Creek,Eni,ONSHORE,Medium,79.87,191688.0,279545.0,549,6,1,144763.09,2.54
Nigeria,5.6594,6.5167,0.134,2019,13.008,OIL,Kwale,Eni,ONSHORE,Medium,134.45,322680.0,470575.0,549,6,1,144763.09,2.54
Nigeria,5.6874,6.592,0.03,2017,2.903,OIL,Beniku,Eni,ONSHORE,Small,30.0,72000.0,105000.0,549,6,1,141317.04,-0.42
Nigeria,5.6546,6.5371,0.008,2019,0.747,OIL,Kwale,Eni,ONSHORE,Small,7.72,18528.0,27020.0,549,6,1,144763.09,2.54
Nigeria,5.4,6.5966,0.011,2019,1.025,OIL,Obiafu-Obrikom,Eni,ONSHORE,Small,10.59,25416.0,37065.0,549,6,1,144763.09,2.54
Nigeria,4.7836,5.6515,0.017,2023,1.614,OIL,Clough Creek-Tebidaba,Eni,ONSHORE,Small,16.69,40056.0,58415.000000000007,549,6,1,138548.47,6.55
Nigeria,5.6871,6.5908,0.045,2023,4.395,OIL,Brass oil pipeline system,Eni,ONSHORE,Small,45.43,109032.0,159005.0,549,6,1,138548.47,6.55
Nigeria,5.6345,6.6693,0.065,2017,6.243,OIL,Akri,Eni,ONSHORE,Medium,64.53,154872.0,225855.0,549,6,1,141317.04,-0.42
Nigeria,5.4885,6.2437,0.048,2012,4.681,GAS,Irri,Eni,ONSHORE,Small,48.38,116112.0,169330.0,549,6,1,,
Nigeria,5.6598,6.5169,0.118,2012,11.393,OIL,Kwale,Eni,ONSHORE,Medium,117.76,282624.0,412160.0,549,6,1,,
Nigeria,5.7084,4.4811,0.152,2016,14.714,OIL,Abo,Eni,OFFSHORE,Medium,152.08,364992.00000000006,532280.0,549,6,2,147154.2,-3.97
Nigeria,3.9403,6.398,0.077,2016,7.406,OIL,Agbara,Eni,OFFSHORE,Medium,76.55,183720.0,267925.0,549,6,2,147154.2,-3.97
Nigeria,5.6341,6.6692,0.1,2016,9.689,OIL,Akri,Eni,ONSHORE,Medium,100.14,240336.0,350490.0,549,6,1,147154.2,-3.97
Nigeria,5.6876,6.5919,0.009,2016,0.881,OIL,Beniku,Eni,ONSHORE,Small,9.1,21840.0,31850.0,549,6,1,147154.2,-3.97
Nigeria,4.8511,5.6924,0.067,2016,6.453,OIL,Clough Creek,Eni,ONSHORE,Medium,66.7,160080.0,233450.0,549,6,1,147154.2,-3.97
Nigeria,5.4877,6.2436,0.002,2016,0.183,GAS,Irri,Eni,ONSHORE,Small,1.89,4536.0,6615.0,549,6,1,147154.2,-3.97
Nigeria,5.6595,6.5171,0.149,2016,14.439,OIL,Kwale,Eni,ONSHORE,Medium,149.23,358152.0,522305.0,549,6,1,147154.2,-3.97
Nigeria,5.4587,6.6974,0.001,2016,0.052,OIL,M'Bede,Eni,ONSHORE,Small,0.54,1296.0,1890.0,549,6,1,147154.2,-3.97
Nigeria,4.6289,6.2631,0.139,2016,13.456,OIL,Obama,Eni,ONSHORE,Medium,139.08,333792.00000000006,486780.0,549,6,1,147154.2,-3.97
Nigeria,5.3866,6.6571,0.187,2016,18.121,OIL,Obiafu-Obrikom,Eni,ONSHORE,Medium,187.29,449496.0,655515.0,549,6,1,147154.2,-3.97
Nigeria,4.8136,5.9622,0.062,2016,5.964,OIL,Ogbainbiri,Eni,ONSHORE,Medium,61.65,147960.0,215775.0,549,6,1,147154.2,-3.97
Nigeria,5.7085,4.4813,0.188,2022,18.174,OIL,Abo,Eni,OFFSHORE,Medium,187.84,450816.0,657440.0,549,6,2,143452.57,-3.42
Nigeria,5.6348,6.6696,0.07,2022,6.806,OIL,Akri,Eni,ONSHORE,Medium,70.34,168816.0,246190.0,549,6,1,143452.57,-3.42
Nigeria,4.8523,5.6902,0.001,2022,0.077,OIL,Clough Creek,Eni,ONSHORE,Small,0.79,1896.0,2765.0,549,6,1,143452.57,-3.42
Nigeria,5.6762,6.5146,0.003,2022,0.25,OIL,Kwale,Eni,ONSHORE,Small,2.58,6192.0,9030.0,549,6,1,143452.57,-3.42
Nigeria,5.6598,6.5165,0.17,2022,16.414,OIL,Kwale,Eni,ONSHORE,Medium,169.65,407160.0,593775.0,549,6,1,143452.57,-3.42
Nigeria,5.4593,6.695,0.081,2022,7.885,OIL,M'Bede,Eni,ONSHORE,Medium,81.49,195576.0,285215.0,549,6,1,143452.57,-3.42
Nigeria,4.6289,6.2637,0.046,2022,4.428,OIL,Obama,Eni,ONSHORE,Small,45.76,109824.0,160160.0,549,6,1,143452.57,-3.42
Nigeria,4.8514,5.6919,0.081,2014,7.812,OIL,Clough Creek,Eni,ONSHORE,Medium,80.74,193776.0,282590.0,549,6,1,140119.37,3.48
Nigeria,5.7085,4.4815,0.176,2023,17.017,OIL,Abo,Eni,OFFSHORE,Medium,175.88,422112.0,615580.0,549,6,2,138548.47,6.55
Nigeria,5.4598,6.6949,0.122,2012,11.795,OIL,M'Bede,Eni,ONSHORE,Medium,121.91,292584.0,426685.0,549,6,1,,
Nigeria,4.6289,6.2637,0.054,2020,5.264,OIL,Obama,Eni,ONSHORE,Medium,54.41,130583.99999999999,190435.0,549,6,1,148435.46,-4.79
Nigeria,5.4,6.5966,0.0,2020,0.0,OIL,Obiafu-Obrikom,Eni,ONSHORE,Small,0.0,0.0,0.0,549,6,1,148435.46,-4.79
Nigeria,5.3862,6.6574,0.2,2020,19.365,OIL,Obiafu-Obrikom,Eni,ONSHORE,Medium,200.15,480360.0,700525.0,549,6,1,148435.46,-4.79
Nigeria,5.3797,6.6743,0.008,2020,0.774,OIL,Obiafu-Obrikom,Eni,ONSHORE,Small,8.0,19200.0,28000.0,549,6,1,148435.46,-4.79
Nigeria,5.7153,6.4862,0.134,2016,13.011,OIL,Okpai,Eni,ONSHORE,Medium,134.47,322728.0,470645.0,549,6,1,147154.2,-3.97
Nigeria,5.7161,6.4864,0.096,2020,9.241,OIL,Okpai,Eni,ONSHORE,Medium,95.51,229224.0,334285.0,549,6,1,148435.46,-4.79
Nigeria,5.0882,6.5284,0.002,2020,0.235,OIL,Oshi,Eni,ONSHORE,Small,2.43,5832.0,8505.0,549,6,1,148435.46,-4.79
Nigeria,5.3861,6.6574,0.17,2019,16.412,OIL,Obiafu-Obrikom,Eni,ONSHORE,Medium,169.63,407112.0,593705.0,549,6,1,144763.09,2.54
Nigeria,4.556,5.921,0.036,2020,3.52,OIL,Tebidaba,Eni,ONSHORE,Small,36.38,87312.0,127330.0,549,6,1,148435.46,-4.79
Nigeria,4.8137,5.9617,0.041,2020,3.925,OIL,Ogbainbiri,Eni,ONSHORE,Small,40.57,97368.0,141995.0,549,6,1,148435.46,-4.79
Nigeria,4.8162,5.9512,0.004,2020,0.349,OIL,Ogbainbiri,Eni,ONSHORE,Small,3.61,8664.0,12635.0,549,6,1,148435.46,-4.79
Nigeria,4.629,6.2636,0.099,2019,9.618,OIL,Obama,Eni,ONSHORE,Medium,99.41,238584.0,347935.0,549,6,1,144763.09,2.54
Nigeria,5.4584,6.6949,0.037,2019,3.621,OIL,M'Bede,Eni,ONSHORE,Small,37.43,89832.0,131005.0,549,6,1,144763.09,2.54
Nigeria,5.0999,6.5069,0.11,2016,10.652,OIL,Oshi,Eni,ONSHORE,Medium,110.09,264216.0,385315.0,549,6,1,147154.2,-3.97
Nigeria,4.6287,6.2636,0.133,2012,12.845,OIL,Obama,Eni,ONSHORE,Medium,132.76,318624.0,464659.99999999994,549,6,1,,
Nigeria,4.8511,5.6919,0.033,2020,3.185,OIL,Clough Creek,Eni,ONSHORE,Small,32.92,79008.0,115220.0,549,6,1,148435.46,-4.79
Nigeria,5.6875,6.5914,0.073,2020,7.104,OIL,Beniku,Eni,ONSHORE,Medium,73.43,176232.00000000003,257005.0,549,6,1,148435.46,-4.79
Nigeria,5.7087,4.4808,0.122,2015,11.84,OIL,Abo,Eni,OFFSHORE,Medium,122.37,293688.0,428295.0,549,6,2,144991.55,1.49
Nigeria,3.9406,6.3977,0.083,2015,8.041,OIL,Agbara,Eni,OFFSHORE,Medium,83.11,199464.0,290885.0,549,6,2,144991.55,1.49
Nigeria,5.6345,6.6694,0.058,2015,5.637,OIL,Akri,Eni,ONSHORE,Medium,58.26,139824.0,203910.0,549,6,1,144991.55,1.49
Nigeria,5.6867,6.5919,0.008,2015,0.777,OIL,Beniku,Eni,ONSHORE,Small,8.03,19272.0,28104.999999999996,549,6,1,144991.55,1.49
Nigeria,4.8514,5.6919,0.091,2015,8.812,OIL,Clough Creek,Eni,ONSHORE,Medium,91.08,218592.0,318780.0,549,6,1,144991.55,1.49
Nigeria,5.4885,6.2437,0.001,2015,0.131,GAS,Irri,Eni,ONSHORE,Small,1.35,3240.0,4725.0,549,6,1,144991.55,1.49
Nigeria,5.6598,6.5169,0.15,2015,14.467,OIL,Kwale,Eni,ONSHORE,Medium,149.52,358848.0,523320.0,549,6,1,144991.55,1.49
Nigeria,5.4598,6.6949,0.044,2015,4.252,OIL,M'Bede,Eni,ONSHORE,Small,43.95,105480.0,153825.0,549,6,1,144991.55,1.49
Nigeria,4.6287,6.2636,0.081,2015,7.79,OIL,Obama,Eni,ONSHORE,Medium,80.51,193224.0,281785.0,549,6,1,144991.55,1.49
Nigeria,5.3865,6.6573,0.134,2015,12.962,OIL,Obiafu-Obrikom,Eni,ONSHORE,Medium,133.97,321528.0,468895.0,549,6,1,144991.55,1.49
Nigeria,4.8139,5.9616,0.035,2015,3.353,OIL,Ogbainbiri,Eni,ONSHORE,Small,34.65,83160.0,121275.0,549,6,1,144991.55,1.49
Nigeria,5.0999,6.5067,0.12,2015,11.627,OIL,Oshi,Eni,ONSHORE,Medium,120.17,288408.0,420595.0,549,6,1,144991.55,1.49
Nigeria,4.753,6.03,0.0,2015,0.0,OIL,Osiama Creek South,Eni,ONSHORE,Small,0.0,0.0,0.0,549,6,1,144991.55,1.49
Nigeria,4.5564,5.9213,0.036,2015,3.478,OIL,Tebidaba,Eni,ONSHORE,Small,35.95,86280.0,125825.0,549,6,1,144991.55,1.49
Nigeria,5.6345,6.6695,0.118,2020,11.431,OIL,Akri,Eni,ONSHORE,Medium,118.15,283560.0,413525.0,549,6,1,148435.46,-4.79
Nigeria,5.3865,6.6573,0.141,2012,13.631,OIL,Obiafu-Obrikom,Eni,ONSHORE,Medium,140.88,338112.0,493080.0,549,6,1,,
Nigeria,5.0998,6.5068,0.098,2017,9.487,OIL,Oshi,Eni,ONSHORE,Medium,98.05,235320.0,343175.0,549,6,1,141317.04,-0.42
